store_ID,day_of_week,nb_customers_on_day,promotion,sales
590,3,329,0,4010.5280119047625
495,6,405,0,4737.480591269843
217,5,708,0,5407.572092712843
488,6,356,0,3244.876091390093
313,3,686,1,7509.078316137561
707,2,1002,0,8238.971474747474
848,3,699,1,6721.520853054351
235,6,358,0,3794.649042809046
268,4,484,0,3476.4274819902303
298,1,802,1,9912.507027777776
626,6,761,0,7937.045166666664
18,1,710,0,6447.179608345354
280,5,521,0,6026.5026749639255
1104,3,401,1,5459.915715007214
868,6,869,0,7605.190588143342
477,4,597,1,6783.572320105821
250,6,873,0,9565.124983886484
449,2,1654,1,12967.464962962964
677,6,640,0,6888.426678811928
399,5,606,1,6257.625907647907
834,2,730,0,5916.642872655119
1086,5,813,0,6823.524704184701
795,1,638,1,6745.216236050987
645,4,1150,0,8431.636598605097
250,6,710,0,8849.615575637325
696,4,1072,1,8500.750573713322
361,6,670,0,5997.259584415586
296,6,482,0,4684.938871693125
188,6,389,0,3817.663776575277
576,5,919,1,6591.932235569982
866,3,607,1,8437.373890091389
1066,1,1322,1,14094.966686988942
264,6,753,0,5394.504841269839
914,6,765,0,6974.5998502701
872,6,624,0,6747.220892015392
750,2,396,1,5444.11363985089
408,6,535,0,5079.595373728122
654,4,763,1,7467.652308201057
24,5,877,1,10191.629324074069
761,1,895,0,7507.136392255898
555,5,560,1,6077.8708998316515
987,2,827,0,6018.244396705146
175,3,807,1,7708.051716931217
985,6,895,0,8145.046039682541
97,2,493,0,4224.882035714286
397,5,641,0,4578.896411976914
387,2,1299,1,11714.195774891774
784,3,671,1,7134.161748677247
718,6,592,0,6118.871555759053
871,3,488,1,6814.217669312168
847,5,979,1,6739.696589826837
192,2,563,1,7403.1241216931185
557,4,591,1,3995.092608345358
483,5,562,0,4289.282233285234
1017,6,711,0,5183.062617724866
563,1,913,1,8274.940149230402
93,5,763,1,7533.975347522848
359,6,644,0,7188.528840465093
1050,4,434,0,5851.516346200096
824,3,1050,1,8627.786603174598
952,1,490,0,6045.869456349207
976,4,825,1,8284.862412097156
553,2,436,0,4393.636982804231
385,4,476,0,5017.303526455025
15,3,578,0,5116.835977032228
1076,5,776,1,7340.530362110111
659,1,872,1,8388.959870851375
236,4,935,0,7322.165828042327
1106,1,708,1,7060.1400937951
543,4,304,1,3650.8441611906615
931,6,539,0,4687.466396825394
493,5,832,1,8440.778779100527
140,1,1027,1,9685.463540404036
707,6,517,0,4520.172793530542
306,6,313,0,2722.601075396825
197,1,1102,1,9809.803429986683
593,5,1107,0,8475.523693722938
740,2,443,1,4959.604588624336
804,2,340,0,3569.272959836461
137,5,1075,0,9315.57867857143
891,1,1075,0,8046.325134319385
963,6,486,0,5040.498003727754
94,3,682,1,7550.476980158728
312,4,545,1,5869.9003517316
264,6,774,0,5448.8855590428075
100,2,682,1,7897.630081168833
914,5,1242,0,10127.952586459827
619,5,311,0,2958.6479390331906
980,1,409,0,4646.970475709476
1050,6,536,0,7205.212632034631
828,3,508,1,5876.799363756613
938,2,1129,1,11686.40534968736
588,3,555,0,4832.537682539683
500,1,324,0,4035.036912698413
269,5,1032,0,7357.779231240979
255,2,555,0,4706.605362433863
998,6,472,0,3635.446917388166
94,6,519,0,5038.939039081286
148,2,857,1,9262.655298100051
895,3,808,1,8241.140982804236
104,4,1228,1,9533.036109427609
1081,2,1261,1,8654.13614598364
474,5,631,0,5376.120421957673
497,3,928,1,8513.522755170758
416,3,1065,0,7901.6685238095315
804,2,423,1,4685.085958393457
489,3,728,1,8563.887182419432
852,4,555,0,3761.7192484367474
419,2,814,1,6229.841144179891
713,3,1241,0,9360.705935795684
62,4,689,0,5678.313225228471
879,4,417,1,4899.997106301104
838,6,757,0,6951.737346681094
366,2,619,0,5575.009137362638
549,4,505,1,4396.031432659934
564,6,511,0,5385.316645502648
1002,1,943,1,9884.713867604622
432,1,1791,1,13560.97541426166
372,4,663,0,7032.797169312169
212,5,524,1,5454.493511303511
1040,4,945,1,9111.5165436508
18,1,874,1,8496.592539682544
907,3,545,1,5632.924561568062
875,1,389,0,3975.422526815776
524,2,871,1,9363.96012098087
621,5,721,0,5602.191844516593
94,3,665,1,7651.876951058198
498,4,891,1,6757.2585449735425
310,2,751,1,9428.728243747002
163,4,787,1,6822.14585762386
777,3,288,1,2910.6869779942285
591,4,446,0,4595.106674603173
778,5,734,1,6612.2007960927995
638,2,469,1,5852.149744708995
790,6,738,0,7833.103518518516
343,1,571,0,4948.1100489417995
526,6,962,0,6341.915474867726
90,4,1103,1,9007.012640091394
198,4,244,0,1756.6215013227518
243,3,778,0,5142.8713624338625
98,3,596,1,6804.103843434345
888,2,635,1,7623.492925925925
975,6,715,0,7556.761523809525
394,6,695,0,8245.187678691673
283,2,672,1,7027.635874338625
684,2,403,0,4140.976203703705
676,6,1347,0,5951.142124218373
724,3,678,0,6552.149854858104
727,4,553,1,6111.228554593557
241,6,651,0,6119.648619047619
397,6,640,0,4266.952345238096
798,5,941,1,8064.287074074077
190,1,953,1,11120.932221260222
309,3,511,0,5309.0905221260255
122,7,600,0,5240.23925793651
536,5,905,0,7912.679055555557
931,5,340,0,3001.7423190235686
353,7,1490,0,6644.377823352576
1030,6,159,0,1751.9351091871088
368,6,595,0,6978.08072823473
307,4,296,0,2350.862563973063
22,4,576,1,5526.313387445885
314,3,459,0,3957.955314814814
589,5,769,1,7537.94093831169
918,3,645,1,6171.770942159696
272,4,709,1,7345.775298581044
411,1,853,1,11795.492879028378
926,5,678,0,6446.139227873973
855,2,532,0,4341.120955146704
1112,5,926,1,12061.362645502652
1111,5,383,0,3983.4532195767215
236,4,912,1,7736.70448893699
279,1,963,1,14127.58755555556
674,2,1184,1,10839.672667388166
1097,5,2145,1,8997.295279701777
203,3,510,0,4479.844796296297
167,2,1381,1,12417.13973051948
726,6,571,0,5539.111171115924
201,4,538,1,6735.579450216452
816,3,793,0,5929.646093915347
490,6,1347,0,11423.782728234724
907,6,849,0,6110.921672318422
848,1,842,0,6012.4575182780145
528,3,955,1,11120.140327320842
287,6,850,0,8833.089153920151
592,2,700,1,6774.854573472822
370,1,716,1,9386.152248557008
379,6,352,0,2808.9744578754594
966,5,622,1,4668.139492470492
718,4,937,1,9192.642202380955
310,5,716,1,8694.609504449256
629,5,696,0,7350.224187830688
643,1,1152,1,10506.15648148148
1073,6,709,0,5118.935363756613
538,2,603,0,3667.52450925926
626,1,1089,1,13472.649166666666
41,1,390,0,5608.302583333335
893,6,634,0,5254.120928904434
959,2,689,0,5976.11743710919
151,1,882,1,10660.142056878303
221,5,644,1,6815.815348605096
377,4,978,1,8708.310960437713
1045,1,1247,0,10318.395542207792
396,1,1096,0,9489.382170634926
1032,5,1254,1,11412.104832611834
893,2,760,0,5541.6680868205885
24,6,614,0,6534.0405851370915
754,2,893,0,6687.884678691679
1024,5,724,0,5254.738997955747
491,6,560,0,6455.709345117843
44,4,573,0,4574.200964526216
469,2,1407,1,11346.352490740732
223,6,611,0,5832.103132635883
169,4,705,1,7085.89347089947
387,4,1140,1,9460.493653439162
330,3,336,0,2798.195955026456
446,3,556,0,4101.162080687831
341,2,618,0,4218.994264550264
93,2,572,0,5243.888592592593
294,6,490,0,3764.5199320586808
45,3,576,1,6928.435268759019
194,6,389,0,3946.043254088504
67,3,751,0,6727.934205405707
930,3,983,0,5448.763513227514
359,6,674,0,6988.366463323712
969,6,425,0,2500.7135737133226
10,2,597,0,5417.730807840308
300,6,1081,0,8686.794850529102
323,6,649,0,7344.921519841272
644,4,952,1,8427.011297739298
912,3,641,0,4595.962105940356
695,2,443,0,3975.0857221204737
286,4,432,0,4425.725905363157
328,2,609,1,5484.783174242426
952,2,392,0,4477.127323787323
1110,3,674,1,5968.9479510582
424,2,824,1,7889.948784151037
150,2,556,0,5173.905753968258
410,1,1057,1,10159.017236772484
956,2,560,1,4890.7168125300595
158,1,475,0,6379.923836580088
97,4,796,1,7746.361365319864
626,1,648,0,6861.1067038239535
875,2,844,0,6905.905968494471
392,2,680,0,6333.444187830687
1091,5,684,0,7448.778105579607
381,5,1214,1,12276.128998677244
416,3,1517,1,12502.962255170758
983,4,1551,1,11657.239755291006
448,6,511,0,5854.503249278499
290,3,684,1,7311.006348003846
760,5,1479,1,12068.169194444445
1021,3,935,0,7473.835077681574
809,2,593,0,6162.179970899468
1057,2,569,1,6183.531723905724
849,3,884,0,7285.136412097163
922,6,802,0,8174.205521164025
378,6,985,0,6525.888157629409
959,1,1029,1,11542.52601827802
1063,2,481,0,3324.8929497354497
991,3,421,1,4513.208233886485
435,4,335,0,2491.615411375661
1081,4,1125,1,7209.921809523808
409,5,523,0,5564.694095478593
174,4,436,1,5638.414738335736
158,1,498,1,7973.720728114478
561,6,442,0,4365.095750961999
825,1,621,1,6229.637193991196
675,3,298,0,2713.6191966089464
662,4,1011,1,11559.07585545936
624,4,762,1,7704.602018518516
92,2,508,1,5606.48719520295
622,4,489,1,4870.016644179894
1097,4,1803,0,6716.351600529099
494,4,962,0,6244.823037795543
325,2,698,1,7539.276101851858
10,6,488,0,4705.3594164631695
117,3,550,1,4572.872129509381
226,4,764,1,7943.141506012511
670,6,541,0,4945.148725071225
349,5,671,0,7406.434541847043
424,1,924,1,9363.040537786292
66,6,597,0,6628.399863997112
327,2,909,0,7689.148584656084
102,6,1046,0,6813.683864487365
933,2,858,0,6205.557820707075
599,3,897,1,10452.306271164023
480,1,649,0,4849.210354737858
977,2,519,0,4147.097054713804
691,2,449,0,5178.588338023087
757,2,533,0,5572.043871332371
796,2,802,1,9538.76780988456
734,2,657,1,7356.445056758057
449,1,1693,0,11499.034187229436
726,1,1358,1,14927.982006613758
868,3,608,1,8973.754878787879
182,3,403,1,5023.183786796535
599,1,1054,1,12939.31600541125
942,5,453,0,5360.987341269843
673,3,486,0,5187.27471845747
476,6,275,0,2345.047768518519
111,1,753,1,8800.579720899472
38,1,731,1,9183.577026214523
871,2,476,1,6230.401505651754
731,1,921,0,7962.586630952382
983,6,1611,0,10969.926743488
178,5,1005,1,10838.412498677251
668,6,1164,0,8409.732211279466
881,5,673,1,4561.94817094017
313,6,468,0,4111.471298941801
1053,3,882,0,6876.083364838865
525,1,1021,1,12588.5394006734
533,6,639,0,6966.170172679173
253,6,544,0,4567.398576839824
771,6,493,0,4641.911294612793
395,4,464,0,3394.3189669312164
808,1,791,1,9676.952658249154
1101,4,981,1,10733.534617724865
234,4,943,1,9111.781869288116
361,3,636,1,6771.578106421353
402,3,622,1,6325.5042989418
807,2,900,0,8235.932458994706
958,6,373,0,2801.155228114479
211,3,1564,1,13485.906547498796
95,6,470,0,4351.391700577203
888,4,763,1,8359.128357022606
728,2,423,1,4761.862692437193
508,1,574,0,5027.6610093517575
116,3,786,1,7470.329324434826
555,2,564,1,5585.2891616161605
496,6,707,0,5837.673294973549
550,1,512,1,6662.954749398751
963,2,1638,0,11638.533121091872
831,5,1607,1,12947.603132756134
887,1,421,0,4454.228041005289
801,3,468,1,4953.1032856587835
557,2,653,1,4992.065046536797
432,6,914,0,6860.787163836165
791,1,1214,1,11919.549802910056
951,2,576,0,5522.608950456954
537,4,519,1,4766.770214285714
1101,1,990,0,8478.674900793652
1043,5,1296,0,8919.459998075996
697,6,1131,0,11177.027924242424
201,5,522,1,6388.847392857144
616,3,903,1,10056.7348505291
1029,5,681,1,5285.05467063492
957,5,922,0,6733.028720538722
598,1,916,1,8213.196431697932
223,4,717,1,7304.033038359792
1102,3,573,0,5042.349886844635
732,5,548,0,5271.720137806638
676,6,1055,0,4631.277933150182
130,5,567,1,5052.557159451657
803,2,510,1,6864.922133597877
369,4,503,1,6090.0163138528105
632,1,926,1,8760.245806397308
53,6,625,0,7272.144473544977
1024,3,751,1,6157.87283934584
1055,4,990,1,7736.440370370373
544,2,630,0,5278.592281746033
846,5,977,0,9079.0043997114
472,3,663,0,4551.745559523811
681,6,206,0,1803.783752645502
542,3,421,0,4892.115444444444
909,4,1343,1,13094.352208874458
572,2,649,1,8465.81784535835
841,5,507,0,3676.6203282828264
537,6,549,0,5342.718208994712
1099,4,1434,1,12130.945636483884
223,5,730,1,7617.653030423281
972,5,412,0,3156.620014670516
335,4,2474,0,12620.89130555556
66,1,479,0,5193.823058201059
476,6,264,0,2302.732605709105
137,4,1071,1,9030.504607142855
12,2,927,1,8635.383691290188
555,3,370,1,4272.94441005291
267,6,1383,0,10570.722843193838
1103,1,277,0,3194.620697385948
343,6,791,0,8865.629458754203
184,6,634,0,7134.297625060125
590,4,330,0,3996.082953703703
452,1,789,1,8444.864841029339
317,5,679,1,6130.974626022127
271,4,909,1,8979.388024170274
539,6,1194,0,12183.168821789324
174,3,485,1,6110.190720057719
186,5,403,1,4271.534514550267
551,5,953,1,6876.496038961043
141,6,507,0,4416.421818302069
83,2,301,0,3017.81445021645
671,5,603,0,6056.592664742665
1073,6,726,0,5376.41004466829
878,4,871,1,9924.699688431938
70,1,662,0,5691.074202380952
183,5,663,0,6658.1534939874955
976,1,1021,1,10901.694367724864
960,2,663,1,8504.415171957675
36,2,1196,1,10564.953557359304
544,3,1799,1,14872.443490740738
891,3,828,0,5722.386811133314
558,2,382,0,2470.666602573353
17,5,868,0,6655.760524771527
502,4,1431,0,9288.661970538717
860,2,692,0,5162.008874699374
121,2,651,1,6118.0426198616215
480,2,589,0,4078.2313912938903
28,2,700,1,7527.095787037035
1108,6,217,0,2197.852042448294
730,5,905,1,7941.580953102453
596,4,768,1,5227.131443121692
89,4,578,0,5127.418898869652
294,3,937,1,7367.1053517316
773,2,885,1,8852.078230038478
1099,3,872,1,7520.038077320822
676,4,1614,0,6600.970229677731
818,6,702,0,7018.128313852814
945,4,544,1,4097.3300452140475
688,6,148,0,1468.4771081048582
768,6,1098,0,9613.987967291969
220,1,895,1,7258.463353535358
248,6,1007,0,7140.880696969697
378,3,663,1,6946.60971632996
868,6,703,0,10154.209487012984
710,2,298,0,3324.6396717171715
65,4,694,1,8030.602287037034
911,2,735,0,7689.286004449256
379,1,532,0,4683.368784030782
642,5,491,1,4320.561472222222
352,5,620,0,6316.48987578163
813,2,786,1,7388.684169312168
979,6,611,0,5637.444764550265
842,6,1145,0,9009.676953703707
710,5,329,0,3775.4774591149576
501,5,635,1,5957.07541798942
408,3,420,1,4653.785136243383
490,4,990,1,7713.2988429533425
396,6,484,0,4593.574117724864
64,3,646,1,7397.65438822289
26,6,455,0,5006.057017797015
813,3,710,1,6833.3388214285715
82,5,898,1,9773.180647907646
560,5,1386,0,10589.903455026451
89,3,626,0,5530.775485329485
592,2,558,0,3869.876084656083
534,6,650,0,7757.97906265032
853,4,989,1,9203.811293650797
793,3,333,0,3062.166334175085
246,4,824,0,5882.52972919673
103,2,392,0,3911.132659571911
981,3,638,0,5954.518405844157
125,4,1727,1,12990.987684287931
249,1,488,0,4593.771352212603
500,3,507,1,7318.631373136124
715,5,804,1,7590.679466209717
267,5,911,1,7774.498778138532
361,1,495,0,4423.514825757576
832,1,619,1,7957.655825396822
944,4,1102,1,7125.086666426169
550,4,412,1,4916.381373376621
393,2,716,1,7599.66023677249
688,2,301,0,2563.7435925925924
196,6,635,0,4847.776208393458
1016,1,700,1,8496.593098605095
381,3,1095,1,10085.955030784033
435,6,255,0,2392.940671957671
1113,5,700,1,6953.061834656085
450,6,1451,0,10739.938378306875
378,1,1107,1,9980.946849345097
267,5,1590,1,14022.260116402118
730,3,1184,1,10912.941743386238
224,3,311,0,3720.336951899952
326,3,379,1,4668.031886964886
50,2,338,1,4460.618628306878
936,2,937,1,8489.620111212864
299,5,649,0,5742.42494071669
942,2,343,0,3804.3683835978854
664,5,649,1,5952.986395502646
364,4,661,0,4730.067607142856
687,6,692,0,6792.708432743182
658,5,694,1,7443.058424723425
840,1,1370,1,10773.430269480514
4,3,1139,0,7904.399641534395
483,2,1196,1,10346.598960317462
81,3,515,1,6716.626112433862
1022,4,739,0,6018.923091269839
94,3,619,1,6766.177335164839
801,5,523,1,5455.8642528860055
280,6,558,0,6610.869892857142
1088,4,513,0,4813.411996512746
864,2,716,1,6034.789652958155
36,3,1139,1,10008.47282539682
158,1,566,1,9463.071372534869
478,4,611,0,5423.408100529104
346,6,421,0,4537.255182539683
995,4,779,1,9049.18689814815
339,4,632,0,4263.837570947572
607,5,416,0,3139.8755325877823
2,5,498,1,4279.509144179893
675,1,228,0,2011.4280462962952
1082,2,1043,0,6606.338695887447
623,2,1082,1,9645.28456409332
690,1,773,0,4768.488522486769
612,3,378,1,6841.597535714286
97,6,444,0,4424.127551467055
431,1,1169,1,11425.599036556036
216,3,801,1,6748.044428090426
738,2,637,0,7021.772320105822
342,1,998,1,14407.329477513234
928,2,431,0,4480.867032587782
97,2,614,0,5167.774338864837
331,2,892,0,6232.237389591887
931,6,201,0,1759.3061593406594
614,4,1065,1,7604.100624218375
783,5,731,0,6925.430784872537
446,2,630,0,4480.6773999519
302,4,263,0,2729.247965608467
1113,6,603,0,5528.124207792203
981,6,609,0,5698.745223544971
914,4,1176,1,10093.830602453105
590,4,363,0,4421.3745309042815
792,3,680,1,7246.547252284751
923,2,774,1,7323.935474987972
410,4,638,0,4643.395548340546
745,4,775,1,8437.5800511063
693,2,409,0,4700.363087301585
241,3,754,1,7712.646078042329
344,5,1056,0,7858.837110509859
815,1,863,0,7438.443684472937
622,5,496,1,5193.53940992341
1103,1,468,1,6516.506523809521
183,2,629,1,6187.159580447333
47,3,1198,1,10827.267867604618
1002,4,572,0,4421.4238184778205
272,3,705,1,7533.315908730157
319,2,796,1,8182.659833453583
86,4,579,1,4901.321634920636
988,6,1168,0,9609.147035714284
750,5,429,0,4861.766845238095
326,5,391,0,4369.333374079624
1005,6,825,0,5239.430300986051
955,4,520,1,5705.237173280423
429,2,465,1,5693.54504473304
944,5,1091,1,7039.975363756612
14,2,641,0,5129.141197089947
991,2,532,1,6503.838746031745
956,1,523,0,3800.142183862432
1026,4,1158,0,8244.204792106046
625,5,565,0,5185.3841812169285
527,4,983,1,10877.902789321786
119,2,677,1,7641.173535834537
907,2,970,1,7789.288722222221
467,3,1525,0,12237.006735449737
237,1,863,0,6580.7471132756145
881,5,521,1,4109.15898027898
347,1,398,0,4753.689564454066
1016,4,541,1,6108.306924482927
537,5,467,0,4318.318409692159
391,2,689,0,5163.5573492063495
722,1,1677,1,11832.826182780189
546,1,1621,0,13056.736166305918
640,4,762,0,9099.793527777778
859,1,709,0,6746.270007816257
765,5,685,0,7867.587699855701
877,6,765,0,5727.944408970656
659,4,635,0,4598.584129629632
887,2,611,1,7914.565779100534
417,5,602,0,5045.759906084655
684,6,721,0,7552.840742063488
733,3,3112,0,12830.496770923515
268,2,519,0,3792.316267297517
917,1,1111,1,11005.745886724384
157,5,1031,1,10407.840033707029
521,4,511,1,6490.434664141414
130,5,596,0,5268.122326839825
516,1,694,0,4480.992283068783
924,5,435,0,4312.6432827080325
653,6,391,0,4465.557601851853
52,5,550,0,7535.11197486772
782,6,577,0,5354.3330990860995
208,2,372,1,2887.2167356902373
591,1,471,1,6815.0825753968265
20,4,922,1,8095.740806517556
610,1,743,1,7209.86648833574
842,2,956,0,14670.337783790275
415,2,367,0,3837.0633002645513
248,2,1276,1,10299.288751646496
134,1,560,0,5165.415106661855
650,3,549,0,4916.366478114477
372,5,922,1,11400.00297222222
1049,4,622,0,3521.412329365081
968,2,988,1,8418.265145992895
549,3,475,0,3710.136414261666
452,2,453,0,4606.910824314572
747,5,730,0,7231.804998677244
1095,4,657,0,4445.202400793651
792,6,518,0,4948.038198653199
352,5,821,1,10082.192704184708
485,4,601,1,5820.26405687831
297,3,694,0,6079.073686507935
844,6,358,0,3907.0142560125055
944,3,1192,1,7964.641626984127
779,6,271,0,2512.413283068783
985,4,832,1,10072.432599206344
951,1,792,1,9370.157906445407
20,3,985,1,9208.91433694083
263,2,416,0,4091.365665464167
352,5,682,1,7345.710937830686
170,4,484,0,4250.965673160174
655,5,504,0,5028.08384066859
543,6,200,0,1921.2286005291
698,5,1566,0,11878.353165343917
524,1,1139,1,11871.469417748916
1010,1,594,0,5667.206881553629
814,5,759,0,8117.726930615683
659,6,434,0,3481.3190103415113
941,6,489,0,4243.118599206347
949,4,536,1,5964.6609181096655
118,4,588,1,5589.453145132648
877,3,934,1,6835.237861592108
206,4,1113,1,10008.770372534873
241,5,757,1,7237.681233645983
218,1,741,1,5706.714831649828
803,3,627,1,8186.239920634921
182,1,541,1,7679.042494708993
343,3,866,1,9926.292718337218
372,4,624,1,7594.936081168827
366,2,532,0,4780.707055555556
1112,5,870,1,11107.541550264556
384,1,962,0,7526.484023809526
340,5,678,0,5589.300344757093
1089,6,922,0,9728.15111171236
402,4,477,0,4079.562008537761
423,2,1748,0,9314.362027777775
494,7,897,0,6016.369683862431
426,2,562,0,4100.04688047138
92,2,406,0,3886.518476190475
169,4,555,1,6039.660141774891
314,3,513,0,4384.177330687829
837,6,200,0,1456.490515873016
1069,5,765,1,6390.109266474266
193,4,646,0,3677.067408970659
588,3,592,1,5974.824884800389
673,4,537,0,6041.680802910053
506,6,634,0,5420.740619047617
827,3,1363,0,9695.27223953824
400,3,1202,1,9063.19861123136
568,5,583,1,6293.166086580083
133,1,1160,1,10809.90023015874
1072,4,729,1,7785.135141895151
312,2,420,0,3620.1607156084656
1092,1,1145,0,11195.674306878307
214,5,738,1,9434.290413299665
278,2,818,1,8347.123268759016
141,1,741,1,7762.916789682538
884,1,625,1,6928.497592953345
441,2,522,0,4366.541403439152
884,6,573,0,5654.603331159577
711,2,499,0,6169.362058080809
777,6,334,0,3429.90673148148
6,2,718,0,5888.677997354499
1067,1,630,1,8153.245283401784
1031,3,329,0,3432.0814932659932
826,2,793,1,9488.326515318018
737,3,931,1,6639.590518518522
359,1,659,1,7673.368198412695
655,4,633,0,6909.878856541611
570,3,721,1,4984.16203306878
1046,2,501,0,5667.598897787397
456,2,1004,1,7363.867507335261
244,5,547,1,5211.0245442520445
97,5,724,0,7296.480769360272
739,5,696,0,7860.334208513708
671,5,550,0,5128.530562770564
954,4,817,0,5843.9492516835
559,1,831,0,5719.068830687827
174,3,438,0,5256.500738095239
10,2,630,0,5681.242334776338
308,4,944,1,9651.709915584415
636,4,570,0,4253.893940476195
342,3,801,1,10572.650845719096
410,4,1001,1,10069.083233275982
875,3,673,1,7289.675932234426
395,3,570,1,4759.365925444925
1022,4,718,0,5858.000947089948
453,5,805,1,7252.2605935545935
223,4,512,0,4644.425782708033
453,4,719,1,6561.46867965368
643,1,817,0,6074.365044973544
694,3,811,1,8958.62240367966
348,1,804,1,10125.685673298918
16,3,1031,1,9380.03688143338
531,2,683,0,5426.245101972103
322,3,576,1,5582.544652116403
976,2,663,0,5849.916623015873
936,4,914,1,7341.914911856657
352,3,617,1,6902.798572436825
549,2,539,1,5585.225908369407
464,2,950,0,7208.188412457913
956,5,351,0,2509.315278619529
1104,6,399,0,4875.000005892257
659,4,683,1,5999.669898268399
468,4,794,0,6551.353345238094
568,6,515,0,5467.337637566138
435,5,394,1,3352.520857022609
643,2,978,0,7201.131127705624
781,5,638,0,4629.376638648387
690,3,676,0,4294.840753487257
1054,2,733,1,7763.537565175563
589,4,508,1,4995.865610269359
39,3,740,1,5895.104815536314
124,3,560,1,4931.908645743146
3,6,444,0,3703.732555074556
933,4,802,0,6128.6517000962
568,4,448,1,5425.742737817739
606,1,830,1,9722.5595503848
281,1,595,1,7573.261401154402
950,1,695,1,8046.745165343912
1050,4,448,0,5822.583305555557
6,6,501,0,4625.743121693123
907,4,896,1,7162.061905964408
714,6,318,0,3909.2486418026406
615,6,1122,0,8663.826286556035
869,5,811,1,5820.638050264549
783,2,731,1,7748.425962962961
1091,1,652,0,6736.281594035594
852,1,609,0,3817.6980840548354
398,1,523,0,4049.255915584415
1111,2,485,0,4940.692665945166
413,1,1170,1,10131.286913780665
1001,4,713,1,6229.59944973545
835,2,528,0,3654.12976755652
141,5,608,1,5701.415351851851
346,3,480,0,4922.9953492063505
569,2,654,0,4249.444371693121
927,4,903,1,6954.342301106303
815,1,1102,1,11997.394209716207
170,5,514,1,4803.160566017313
631,6,585,0,4728.254775372773
577,5,851,1,7635.537396825402
334,4,545,1,5474.386862433861
232,6,255,0,2577.6505634920627
434,2,584,0,7081.410342490843
982,1,992,1,12591.672587301586
313,4,681,0,6042.743962361715
409,2,472,0,4518.035483525732
797,4,383,1,3852.4775428090425
126,6,426,0,4063.470195767197
510,3,863,1,9077.035202741708
62,2,718,0,5953.235264550262
1074,3,585,1,5951.369811808562
867,5,485,1,5251.4931972934455
684,6,796,0,8687.304584175086
293,2,1035,1,8789.010304954303
59,4,582,1,5690.816126984127
337,6,544,0,6434.961332732084
554,6,403,0,3687.511860870613
904,6,501,0,5523.3188161375665
734,1,713,1,8542.579271164019
334,6,510,0,4742.299311207316
664,3,418,0,3158.613839947092
1088,3,592,1,6539.326695767193
759,6,553,0,4632.9676038961015
13,6,326,0,3759.025268759016
973,4,701,1,5457.472786195288
725,2,641,1,6984.711136243388
911,2,778,1,9088.645873015874
518,1,619,1,7116.271273606024
896,4,1140,1,7429.633357142859
966,2,630,1,5300.522777777778
416,4,1470,1,11406.736348364604
620,6,876,0,10260.411498316496
110,3,682,1,5677.180645502641
786,2,781,1,5351.452054473306
938,5,948,1,9380.08852405002
25,3,1274,0,8460.68868590668
1092,3,1150,1,11955.857532227028
742,2,783,0,6542.168966931216
991,6,811,0,6816.829234367482
684,1,382,0,4135.825281866279
26,3,419,0,4488.445726190475
499,6,699,0,4327.002005772005
370,1,650,0,6818.2138871488005
293,3,752,0,5151.68923941799
832,4,516,1,6376.479488576241
469,5,1455,1,11334.592633958637
83,1,489,1,5805.305243025492
1075,1,1066,1,11792.481784992784
799,4,848,1,9580.949136113892
493,6,797,0,7307.142085978834
249,1,500,0,4536.469224867725
559,1,1111,1,9986.148513227516
267,3,898,0,6860.87052898028
409,6,528,0,5292.852417628669
1007,6,914,0,7466.9491150793665
951,4,652,0,6397.856323472819
781,5,566,0,4034.682363756616
160,5,572,1,5830.532046499793
612,3,391,1,6699.448354377106
1101,1,1036,0,10001.684437830683
968,2,1124,1,10531.697170755177
450,4,1179,1,9869.792744949502
418,2,433,0,3824.544838152587
1111,4,422,0,4422.882736772486
224,6,522,0,5932.310828403078
365,4,481,0,3962.779402236655
325,6,433,0,4239.253296296296
694,3,636,0,6154.719095238093
600,6,566,0,5585.985621332372
1074,6,492,0,4110.136193121694
477,2,303,0,3376.8910105820087
171,4,992,1,9699.256210076965
374,6,483,0,4329.919120990119
869,3,868,0,5539.392294492546
1037,4,756,0,5410.856568181816
782,6,467,0,4659.423132728382
596,1,753,1,6784.680736772487
238,5,1172,0,8805.384174001927
546,3,1509,1,13145.310336700337
424,6,796,0,7141.109666426172
974,5,1542,1,11672.814375661375
1050,1,643,1,9522.361565656562
561,5,799,1,7940.520824314576
244,5,546,0,5749.538944324196
633,4,488,1,6707.798393698895
1073,3,977,1,8016.662302549302
375,5,704,0,7150.0749639249625
1080,6,943,0,11264.219194444438
420,1,484,1,6119.0893791486305
264,1,1067,0,7607.316273809527
548,2,397,1,5518.796011904764
369,4,485,0,5258.800201178451
9,6,633,0,7250.460071067822
479,3,1133,0,8882.324289442035
1011,2,1084,1,10150.946226310729
508,4,563,0,5192.14447186147
176,1,1003,1,9529.50988792688
622,4,494,1,5155.078613997111
969,4,527,0,2885.7631334776343
826,2,876,1,10417.013279100527
1061,4,543,0,6727.054413419916
557,4,716,1,4992.832935185185
1105,3,432,0,3491.0242502405004
462,1,603,1,6688.1836679894195
391,5,792,0,7210.960641534391
1046,3,673,1,8581.997588744593
103,3,481,1,5440.931561087056
60,6,439,0,4782.815536556034
974,3,1519,0,10136.805068783066
751,4,453,0,3016.0132843915344
143,2,515,0,5030.654902717649
999,4,764,1,10735.85509574684
921,6,541,0,4928.513085978839
